experiment_id,experiment_date,material_a_ratio,material_b_ratio,temperature,pressure,tensile_strength,elongation,hardness,result_grade
EXP-00366,2025-08-25,0.86,0.14,229,92,48.7,14.0,90,A
EXP-00367,2025-08-03,0.44,0.56,243,86,38.4,16.9,74,B
EXP-00368,2025-05-25,0.73,0.27,210,93,57.9,11.2,85,A
EXP-00369,2025-01-11,0.76,0.24,186,48,52.4,11.7,76,B
EXP-00370,2025-12-19,0.35,0.65,248,38,40.2,20.9,63,C
EXP-00371,2025-06-03,0.22,0.78,207,54,35.1,21.0,60,C
EXP-00372,2025-10-29,0.9,0.1,196,88,61.3,6.9,96,A
EXP-00373,2025-07-07,0.12,0.88,192,95,39.1,19.0,66,B
EXP-00374,2025-06-20,0.58,0.42,153,37,46.5,13.8,64,C
EXP-00375,2026-02-09,0.62,0.38,246,90,45.9,15.0,83,B
EXP-00376,2025-02-13,0.65,0.35,232,63,44.7,15.4,76,B
EXP-00377,2025-12-02,0.3,0.7,220,88,39.1,16.9,72,B
EXP-00378,2025-12-07,0.68,0.32,172,78,55.5,10.5,81,A
EXP-00379,2025-06-23,0.27,0.73,243,34,33.6,22.5,69,C
EXP-00380,2025-04-30,0.76,0.24,167,64,44.0,17.0,81,B
EXP-00381,2025-01-03,0.28,0.72,174,36,33.3,20.5,67,C
EXP-00382,2026-03-04,0.66,0.34,157,54,41.1,17.1,81,B
EXP-00383,2026-03-09,0.73,0.27,179,83,55.4,10.0,79,A
EXP-00384,2025-04-20,0.25,0.75,183,78,47.5,17.4,70,B
EXP-00385,2025-01-15,0.29,0.71,230,80,33.1,20.4,68,C
EXP-00386,2025-02-25,0.72,0.28,182,76,51.3,10.3,78,A
EXP-00387,2025-01-31,0.17,0.83,246,31,34.1,22.1,55,C
EXP-00388,2026-01-14,0.25,0.75,180,71,44.9,21.1,71,B
EXP-00389,2026-02-11,0.46,0.54,202,64,43.0,16.0,84,B
EXP-00390,2025-03-11,0.84,0.16,209,67,55.5,8.1,82,A
EXP-00391,2025-12-07,0.55,0.45,233,45,40.9,17.6,74,B
EXP-00392,2025-03-23,0.41,0.59,225,80,49.8,16.0,76,B
EXP-00393,2025-06-17,0.88,0.12,237,73,48.1,11.6,85,A
EXP-00394,2025-10-01,0.47,0.53,244,58,40.5,18.7,78,B
EXP-00395,2025-11-25,0.45,0.55,161,34,41.5,16.0,77,B
EXP-00396,2026-02-03,0.43,0.57,159,34,39.4,17.1,66,B
EXP-00397,2025-01-21,0.35,0.65,195,55,45.6,19.8,76,B
EXP-00398,2025-03-31,0.36,0.64,165,68,38.0,19.7,69,B
EXP-00399,2025-05-08,0.65,0.35,199,100,46.7,15.7,81,B
EXP-00400,2025-05-22,0.13,0.87,209,81,36.8,25.1,65,C
EXP-00401,2026-04-01,0.65,0.35,177,64,52.6,14.4,83,A
EXP-00402,2025-12-21,0.26,0.74,159,51,36.2,18.8,65,C
EXP-00403,2025-05-27,0.41,0.59,247,41,37.9,19.3,71,C
EXP-00404,2026-03-20,0.22,0.78,187,39,34.7,24.5,63,C
EXP-00405,2025-08-16,0.54,0.46,234,35,44.0,17.4,77,B
EXP-00406,2025-08-17,0.68,0.32,213,94,52.4,12.8,87,A
EXP-00407,2025-07-17,0.38,0.62,216,31,40.0,15.9,72,B
EXP-00408,2025-03-07,0.23,0.77,228,91,39.3,19.7,67,B
EXP-00409,2026-03-03,0.28,0.72,176,71,36.6,21.4,68,C
EXP-00410,2025-01-07,0.75,0.25,171,73,47.8,10.3,83,B
EXP-00411,2025-03-21,0.31,0.69,250,98,38.3,22.0,71,B
EXP-00412,2025-04-15,0.72,0.28,217,85,51.6,12.1,80,A
EXP-00413,2025-05-08,0.36,0.64,179,40,43.3,14.5,68,B
EXP-00414,2025-03-02,0.25,0.75,215,98,39.4,19.5,75,B
EXP-00415,2025-01-09,0.68,0.32,189,42,54.5,11.3,77,B
EXP-00416,2025-11-06,0.47,0.53,236,70,45.4,16.4,79,B
EXP-00417,2026-03-19,0.13,0.87,201,75,37.0,25.4,61,C
EXP-00418,2025-02-25,0.87,0.13,181,47,57.0,10.4,82,A
EXP-00419,2025-05-16,0.22,0.78,219,74,37.8,18.7,63,C
EXP-00420,2025-08-19,0.38,0.62,225,75,40.8,16.0,73,B
EXP-00421,2026-02-27,0.41,0.59,187,99,47.4,16.1,79,B
EXP-00422,2025-11-13,0.49,0.51,225,94,49.4,15.5,84,A
EXP-00423,2025-12-16,0.73,0.27,173,58,53.8,13.5,76,B
EXP-00424,2025-09-22,0.1,0.9,174,79,38.9,25.8,66,B
EXP-00425,2025-07-10,0.85,0.15,233,88,47.6,15.8,94,B
EXP-00426,2025-04-02,0.62,0.38,212,31,43.4,14.9,69,B
EXP-00427,2026-01-30,0.86,0.14,153,78,51.3,12.9,83,A
EXP-00428,2026-01-02,0.75,0.25,218,95,54.7,11.9,81,A
EXP-00429,2025-01-12,0.84,0.16,180,38,59.8,6.5,83,A
EXP-00430,2025-11-23,0.58,0.42,177,83,41.9,12.9,77,B
EXP-00431,2025-02-08,0.39,0.61,192,34,50.5,16.2,69,B
EXP-00432,2025-12-03,0.45,0.55,195,58,47.0,13.4,71,B
EXP-00433,2026-01-12,0.63,0.37,240,88,46.6,13.0,89,B
EXP-00434,2025-03-01,0.44,0.56,194,100,42.5,16.5,81,B
EXP-00435,2025-07-17,0.69,0.31,179,81,51.8,13.0,80,A
EXP-00436,2025-02-26,0.17,0.83,228,81,39.7,24.0,66,B
EXP-00437,2025-09-16,0.76,0.24,204,48,48.5,12.9,83,A
EXP-00438,2026-02-27,0.26,0.74,150,88,30.4,22.2,67,C
EXP-00439,2025-02-06,0.86,0.14,213,76,54.7,5.9,92,A
EXP-00440,2025-07-01,0.22,0.78,200,96,40.6,21.5,70,B
EXP-00441,2026-03-20,0.2,0.8,208,72,42.8,20.2,70,B
EXP-00442,2025-05-18,0.75,0.25,168,32,48.7,11.8,77,B
EXP-00443,2025-03-02,0.75,0.25,198,66,53.7,13.7,80,A
EXP-00444,2025-08-11,0.69,0.31,215,84,51.8,10.2,81,A
EXP-00445,2025-08-20,0.87,0.13,218,85,56.1,8.1,96,A
EXP-00446,2025-10-30,0.32,0.68,218,57,37.6,20.0,67,C
EXP-00447,2025-05-24,0.76,0.24,250,42,44.1,13.0,91,B
EXP-00448,2026-03-12,0.38,0.62,200,91,43.2,19.3,76,B
EXP-00449,2025-08-26,0.53,0.47,193,88,49.9,15.7,76,B
EXP-00450,2025-05-11,0.46,0.54,204,92,48.5,18.0,71,B
EXP-00451,2026-03-14,0.1,0.9,183,77,39.2,23.2,69,B
EXP-00452,2026-02-26,0.56,0.44,181,88,50.6,14.0,79,A
EXP-00453,2025-08-16,0.7,0.3,219,58,44.6,13.9,83,B
EXP-00454,2025-01-12,0.24,0.76,181,85,35.2,23.0,79,C
EXP-00455,2025-09-30,0.85,0.15,225,64,49.2,11.4,88,A
EXP-00456,2025-09-11,0.52,0.48,225,86,47.4,15.7,80,B
EXP-00457,2025-03-09,0.24,0.76,246,40,36.5,22.7,68,C
EXP-00458,2025-10-17,0.62,0.38,163,51,46.9,15.0,79,B
EXP-00459,2026-01-19,0.25,0.75,186,45,39.4,21.3,59,C
EXP-00460,2025-02-18,0.15,0.85,227,58,36.7,20.9,69,C
EXP-00461,2025-11-26,0.65,0.35,193,87,50.3,16.1,82,A
EXP-00462,2025-03-05,0.19,0.81,216,38,38.5,19.3,68,B
EXP-00463,2025-12-08,0.18,0.82,224,81,40.2,22.0,70,B
EXP-00464,2025-07-11,0.69,0.31,239,88,43.9,14.0,89,B
EXP-00465,2025-01-03,0.14,0.86,172,77,38.6,24.2,65,B
EXP-00466,2026-03-17,0.75,0.25,176,75,48.0,14.9,78,A
EXP-00467,2025-03-17,0.74,0.26,197,39,53.1,11.7,80,A
EXP-00468,2025-09-29,0.21,0.79,201,73,38.9,24.3,71,B
EXP-00469,2025-03-24,0.51,0.49,241,46,43.6,16.4,70,B
EXP-00470,2026-03-02,0.18,0.82,153,47,35.2,24.4,62,C
EXP-00471,2025-12-03,0.61,0.39,174,91,52.5,11.7,73,B
EXP-00472,2026-01-02,0.15,0.85,242,73,34.6,23.9,65,C
EXP-00473,2025-07-17,0.86,0.14,212,100,48.3,10.0,86,A
EXP-00474,2025-08-02,0.27,0.73,218,62,38.3,20.8,69,B
EXP-00475,2025-10-17,0.65,0.35,175,55,49.9,13.4,79,A
EXP-00476,2025-12-24,0.2,0.8,212,100,40.1,22.7,71,B
EXP-00477,2026-01-22,0.27,0.73,187,74,42.1,18.3,74,B
EXP-00478,2025-01-09,0.46,0.54,224,91,42.1,23.9,78,B
EXP-00479,2025-10-30,0.56,0.44,159,33,42.3,13.9,73,B
EXP-00480,2025-02-19,0.9,0.1,178,67,53.7,10.4,88,A
EXP-00481,2025-05-12,0.12,0.88,215,88,31.1,25.0,64,C
EXP-00482,2026-01-14,0.1,0.9,210,87,36.4,24.2,70,C
EXP-00483,2025-04-25,0.38,0.62,234,80,38.1,18.7,70,B
EXP-00484,2025-12-30,0.39,0.61,230,41,42.3,18.9,70,B
EXP-00485,2025-07-31,0.81,0.19,151,68,41.7,13.3,89,B
EXP-00486,2025-04-17,0.83,0.17,159,37,49.9,15.5,76,B
EXP-00487,2025-06-02,0.8,0.2,185,86,63.5,6.7,82,A
EXP-00488,2025-08-31,0.21,0.79,246,74,35.9,21.8,63,C
EXP-00489,2025-12-15,0.43,0.57,198,43,44.0,16.2,77,B
EXP-00490,2025-10-04,0.7,0.3,240,81,45.8,12.7,81,B
EXP-00491,2026-03-02,0.35,0.65,155,81,42.4,16.0,68,B
EXP-00492,2026-01-31,0.63,0.37,247,33,38.6,18.5,75,B
EXP-00493,2025-12-10,0.29,0.71,156,36,34.5,20.4,53,C
EXP-00494,2025-10-03,0.36,0.64,231,44,40.5,17.7,64,C
EXP-00495,2025-05-13,0.79,0.21,238,34,38.3,13.7,84,B
EXP-00496,2025-07-08,0.3,0.7,179,68,43.9,19.4,65,B
EXP-00497,2025-02-24,0.87,0.13,180,92,56.9,9.3,89,A
EXP-00498,2025-06-20,0.35,0.65,208,34,40.3,19.5,67,B
EXP-00499,2026-02-27,0.12,0.88,222,73,34.5,21.9,66,C
EXP-00500,2025-07-14,0.3,0.7,162,60,43.8,19.7,66,B
EXP-00501,2025-02-21,0.24,0.76,173,89,41.2,18.9,73,B
EXP-00502,2025-10-25,0.51,0.49,226,64,42.0,17.4,81,B
EXP-00503,2026-03-15,0.19,0.81,231,77,36.2,22.0,63,C
EXP-00504,2026-01-31,0.6,0.4,165,95,47.8,11.3,80,B
EXP-00505,2025-05-05,0.8,0.2,239,39,51.4,15.6,79,A
EXP-00506,2025-07-26,0.39,0.61,237,52,34.8,21.8,72,C
EXP-00507,2025-08-31,0.23,0.77,237,49,39.4,21.2,64,C
EXP-00508,2025-04-24,0.42,0.58,174,41,44.3,18.2,68,B
EXP-00509,2025-05-03,0.73,0.27,217,76,54.4,15.5,77,B
EXP-00510,2025-04-18,0.57,0.43,166,30,46.4,17.7,67,B
EXP-00511,2026-03-30,0.18,0.82,169,57,37.1,22.8,65,C
EXP-00512,2025-12-07,0.53,0.47,157,38,45.6,14.6,70,B
EXP-00513,2026-01-19,0.47,0.53,199,73,47.2,15.0,74,B
EXP-00514,2026-01-08,0.36,0.64,221,83,43.9,14.6,73,B
EXP-00515,2026-03-14,0.19,0.81,170,63,42.0,19.8,75,B
EXP-00516,2025-02-18,0.88,0.12,168,61,53.9,11.4,84,A
EXP-00517,2026-02-07,0.24,0.76,177,61,38.0,22.5,72,B
EXP-00518,2025-01-31,0.25,0.75,169,44,36.2,22.9,69,C
EXP-00519,2025-08-05,0.22,0.78,234,56,37.8,20.4,68,C
EXP-00520,2025-09-29,0.56,0.44,167,96,45.1,17.0,78,B
EXP-00521,2025-06-13,0.45,0.55,178,32,42.4,19.4,69,B
EXP-00522,2025-03-08,0.3,0.7,180,85,39.4,15.7,70,B
EXP-00523,2025-03-29,0.44,0.56,170,41,44.1,18.0,77,B
EXP-00524,2026-01-12,0.64,0.36,245,38,38.3,21.3,77,B
EXP-00525,2025-05-26,0.33,0.67,171,50,36.7,20.1,67,C
EXP-00526,2025-05-22,0.83,0.17,199,49,51.8,6.1,89,A
EXP-00527,2026-02-26,0.35,0.65,207,52,39.6,18.0,67,B
EXP-00528,2025-03-07,0.26,0.74,176,90,39.8,16.8,74,B
EXP-00529,2026-02-22,0.86,0.14,197,94,59.4,7.3,93,A
EXP-00530,2026-02-24,0.75,0.25,167,79,50.8,9.8,86,A
EXP-00531,2025-09-30,0.37,0.63,198,40,43.3,20.2,67,B
EXP-00532,2025-03-17,0.77,0.23,151,97,50.3,13.8,91,A
EXP-00533,2025-03-13,0.52,0.48,194,90,51.7,15.0,77,B
EXP-00534,2025-05-10,0.38,0.62,186,35,37.0,22.6,71,C
EXP-00535,2025-09-21,0.77,0.23,185,57,51.4,10.7,81,A
EXP-00536,2025-03-12,0.7,0.3,161,85,50.8,12.9,89,A
EXP-00537,2025-07-27,0.34,0.66,250,36,36.5,25.0,70,C
EXP-00538,2025-02-22,0.59,0.41,152,35,45.7,16.6,75,B
EXP-00539,2025-09-04,0.4,0.6,164,73,37.9,20.8,73,C
EXP-00540,2025-01-10,0.1,0.9,160,53,33.3,22.5,65,C
EXP-00541,2025-11-20,0.87,0.13,248,61,43.1,12.5,88,B
EXP-00542,2025-01-26,0.54,0.46,182,83,49.6,12.7,66,B
EXP-00543,2025-03-30,0.58,0.42,193,68,50.4,17.4,74,B
EXP-00544,2025-03-21,0.58,0.42,225,80,46.7,12.1,80,B
EXP-00545,2026-01-14,0.54,0.46,155,38,42.1,18.8,73,B
EXP-00546,2025-01-25,0.33,0.67,156,30,42.2,20.2,67,B
EXP-00547,2025-07-15,0.88,0.12,168,47,58.0,5.6,90,A
EXP-00548,2025-09-27,0.6,0.4,218,44,41.8,18.7,77,B
EXP-00549,2025-08-24,0.64,0.36,248,53,40.8,15.8,69,B
EXP-00550,2025-11-07,0.46,0.54,212,85,47.4,13.5,77,B
EXP-00551,2026-01-02,0.33,0.67,238,40,38.9,20.8,71,B
EXP-00552,2025-06-29,0.15,0.85,239,38,33.0,22.0,61,C
EXP-00553,2026-01-13,0.38,0.62,177,44,42.9,17.9,69,B
EXP-00554,2025-05-26,0.24,0.76,168,53,33.5,21.5,63,C
EXP-00555,2026-03-25,0.63,0.37,166,44,46.5,13.0,79,B
EXP-00556,2025-08-19,0.8,0.2,230,43,42.2,12.0,79,B
EXP-00557,2025-12-02,0.34,0.66,217,71,42.5,20.4,73,B
EXP-00558,2026-02-04,0.37,0.63,237,37,34.4,21.6,68,C
EXP-00559,2025-12-28,0.64,0.36,201,40,49.6,14.2,75,B
EXP-00560,2026-01-24,0.22,0.78,248,89,38.2,20.6,72,B
EXP-00561,2025-09-02,0.84,0.16,240,31,44.4,13.4,81,B
EXP-00562,2025-01-20,0.39,0.61,231,34,36.7,18.6,72,C
EXP-00563,2025-08-13,0.18,0.82,231,34,34.3,21.4,63,C
EXP-00564,2025-03-24,0.24,0.76,162,68,42.1,23.4,72,B
EXP-00565,2026-02-10,0.85,0.15,225,79,49.3,13.5,84,A
EXP-00566,2025-04-18,0.3,0.7,245,79,38.1,19.4,68,B
EXP-00567,2025-04-14,0.63,0.37,179,78,49.1,11.0,81,A
EXP-00568,2025-04-24,0.22,0.78,232,34,38.6,17.8,65,B
EXP-00569,2025-10-21,0.26,0.74,185,54,40.3,19.0,68,B
EXP-00570,2025-09-18,0.8,0.2,171,74,50.8,12.0,82,A
EXP-00571,2026-03-09,0.22,0.78,223,78,38.3,21.5,71,B
EXP-00572,2025-07-09,0.12,0.88,166,53,34.7,23.7,59,C
EXP-00573,2025-05-09,0.5,0.5,198,90,52.5,14.9,81,A
EXP-00574,2025-01-23,0.79,0.21,244,89,45.2,11.5,88,B
EXP-00575,2025-01-04,0.36,0.64,165,84,38.2,23.0,72,B
EXP-00576,2025-06-20,0.2,0.8,165,86,40.3,20.5,67,B
EXP-00577,2026-02-27,0.89,0.11,245,99,52.3,11.0,92,A
EXP-00578,2025-08-27,0.64,0.36,228,86,49.8,12.3,82,A
EXP-00579,2026-02-12,0.78,0.22,196,71,52.2,12.2,80,A
EXP-00580,2025-02-16,0.7,0.3,190,58,53.1,16.2,82,A
EXP-00581,2025-02-12,0.66,0.34,247,55,41.2,14.1,83,B
EXP-00582,2026-01-16,0.41,0.59,223,88,42.6,15.9,79,B
EXP-00583,2025-02-18,0.36,0.64,241,51,39.0,18.0,70,B
EXP-00584,2025-01-24,0.67,0.33,159,74,46.5,13.7,79,B
EXP-00585,2025-07-04,0.67,0.33,203,65,48.0,12.9,80,A
EXP-00586,2026-02-26,0.86,0.14,223,56,52.9,8.4,84,A
EXP-00587,2025-11-11,0.55,0.45,153,62,40.1,17.4,76,B
EXP-00588,2025-02-15,0.34,0.66,201,35,38.4,23.2,69,B
EXP-00589,2026-01-17,0.49,0.51,155,80,40.2,17.7,76,B
EXP-00590,2026-01-20,0.59,0.41,240,34,42.4,16.2,65,B
EXP-00591,2026-01-01,0.44,0.56,218,35,41.6,18.8,72,B
EXP-00592,2026-02-16,0.73,0.27,169,47,52.3,13.3,81,A
EXP-00593,2025-04-20,0.57,0.43,202,67,46.0,18.2,78,B
EXP-00594,2026-03-23,0.11,0.89,161,51,31.1,25.1,56,C
EXP-00595,2025-05-27,0.56,0.44,231,92,43.2,16.4,77,B
EXP-00596,2026-01-01,0.61,0.39,169,95,48.7,12.3,80,A
EXP-00597,2025-09-22,0.83,0.17,211,57,53.1,12.2,81,A
EXP-00598,2025-12-22,0.43,0.57,157,100,38.6,17.4,76,B
EXP-00599,2025-10-14,0.56,0.44,165,36,45.8,13.9,67,B
EXP-00600,2025-10-20,0.48,0.52,248,40,35.4,20.0,79,C
EXP-00601,2025-10-09,0.53,0.47,188,54,46.3,18.9,80,B
EXP-00602,2025-12-22,0.15,0.85,162,96,41.6,22.5,70,B
EXP-00603,2025-12-04,0.82,0.18,220,65,43.9,13.6,84,B
EXP-00604,2025-03-03,0.83,0.17,170,80,54.9,8.3,94,A
EXP-00605,2026-01-12,0.54,0.46,209,76,47.9,18.3,84,B
EXP-00606,2025-09-02,0.55,0.45,231,65,40.5,17.2,73,B
EXP-00607,2025-05-28,0.15,0.85,219,96,36.7,21.9,70,C
EXP-00608,2025-08-23,0.58,0.42,174,97,53.1,14.4,81,A
EXP-00609,2026-03-17,0.44,0.56,173,61,49.9,14.7,71,B
EXP-00610,2026-01-27,0.67,0.33,172,80,53.7,10.7,81,A
EXP-00611,2026-01-16,0.14,0.86,213,74,42.6,19.5,65,B
EXP-00612,2025-07-31,0.67,0.33,217,72,46.2,13.1,82,B
EXP-00613,2025-12-24,0.33,0.67,202,37,35.8,18.7,66,C
EXP-00614,2025-06-25,0.62,0.38,190,44,50.6,11.1,81,A
EXP-00615,2025-11-09,0.6,0.4,156,100,49.3,16.2,80,A
EXP-00616,2025-10-19,0.28,0.72,234,47,31.5,24.1,69,C
EXP-00617,2025-04-24,0.45,0.55,216,76,41.0,16.6,71,B
EXP-00618,2025-05-02,0.77,0.23,214,94,49.8,14.1,88,A
EXP-00619,2025-01-28,0.58,0.42,160,72,46.8,15.8,82,B
EXP-00620,2025-03-05,0.15,0.85,179,45,36.9,21.8,64,C
EXP-00621,2025-07-17,0.45,0.55,180,91,44.4,14.7,76,B
EXP-00622,2025-08-06,0.35,0.65,210,32,40.5,20.0,66,B
EXP-00623,2025-03-17,0.61,0.39,229,81,41.8,20.1,87,B
EXP-00624,2025-07-10,0.59,0.41,237,48,40.5,17.0,73,B
EXP-00625,2025-10-03,0.11,0.89,202,75,32.9,26.0,67,C
EXP-00626,2025-04-17,0.59,0.41,186,64,49.7,13.8,81,A
EXP-00627,2025-06-04,0.69,0.31,191,70,51.6,14.5,80,A
EXP-00628,2025-06-17,0.71,0.29,224,57,49.0,12.9,87,A
EXP-00629,2025-08-19,0.15,0.85,182,67,37.4,17.5,73,C
EXP-00630,2025-06-17,0.34,0.66,191,96,44.2,16.9,79,B
EXP-00631,2025-12-03,0.44,0.56,229,88,47.8,16.5,81,B
EXP-00632,2025-05-30,0.24,0.76,204,59,40.3,22.7,59,C
EXP-00633,2025-07-17,0.44,0.56,197,96,46.0,16.5,72,B
EXP-00634,2025-06-23,0.16,0.84,224,93,36.1,22.6,68,C
EXP-00635,2025-03-25,0.19,0.81,179,74,35.2,21.4,64,C
EXP-00636,2025-11-09,0.63,0.37,156,72,45.9,18.1,82,B
EXP-00637,2025-04-18,0.31,0.69,229,32,38.2,23.4,53,C
EXP-00638,2025-05-16,0.67,0.33,195,67,46.7,12.9,83,B
EXP-00639,2025-12-28,0.14,0.86,182,45,32.0,21.0,60,C
EXP-00640,2026-03-09,0.55,0.45,159,41,41.9,13.3,70,B
EXP-00641,2025-11-02,0.41,0.59,243,90,37.0,21.0,83,C
EXP-00642,2026-02-22,0.74,0.26,223,49,47.5,13.6,78,B
EXP-00643,2026-01-25,0.73,0.27,177,73,53.2,10.2,76,B
EXP-00644,2025-08-08,0.4,0.6,211,91,43.7,18.4,77,B
EXP-00645,2025-12-18,0.6,0.4,196,72,52.2,10.9,80,A
EXP-00646,2025-05-30,0.28,0.72,183,85,40.3,21.7,70,B
EXP-00647,2025-07-29,0.56,0.44,181,85,49.4,13.8,89,A
EXP-00648,2025-09-02,0.17,0.83,157,61,33.5,21.1,65,C
EXP-00649,2026-03-14,0.45,0.55,248,95,41.3,17.4,82,B
EXP-00650,2026-01-22,0.25,0.75,243,94,38.5,20.1,73,B
EXP-00651,2025-08-12,0.81,0.19,237,53,41.9,15.1,87,B
EXP-00652,2025-10-25,0.46,0.54,181,88,46.5,18.8,76,B
EXP-00653,2025-04-03,0.57,0.43,250,42,38.8,19.9,69,B
EXP-00654,2026-01-02,0.39,0.61,177,37,42.9,18.5,70,B
EXP-00655,2025-09-10,0.33,0.67,233,67,39.9,19.4,71,B
EXP-00656,2025-08-31,0.26,0.74,160,73,36.9,20.2,72,C
EXP-00657,2025-12-16,0.83,0.17,181,71,58.5,5.6,83,A
EXP-00658,2025-10-16,0.74,0.26,208,86,54.1,11.3,87,A
EXP-00659,2025-02-03,0.21,0.79,247,57,33.4,21.2,58,C
EXP-00660,2025-05-12,0.7,0.3,176,87,49.0,15.7,82,A
EXP-00661,2025-03-22,0.43,0.57,193,94,45.3,16.7,74,B
EXP-00662,2025-12-02,0.11,0.89,235,36,29.2,26.6,61,C
EXP-00663,2025-01-17,0.52,0.48,197,61,48.2,14.4,73,B
EXP-00664,2025-04-03,0.2,0.8,218,45,40.1,19.6,57,C
EXP-00665,2025-09-30,0.27,0.73,192,76,46.0,19.7,67,B
EXP-00666,2025-11-13,0.66,0.34,150,59,41.6,16.5,81,B
EXP-00667,2025-08-18,0.31,0.69,178,49,43.0,19.6,67,B
EXP-00668,2026-01-28,0.81,0.19,207,47,52.8,10.9,78,A
EXP-00669,2026-02-24,0.63,0.37,151,55,37.1,19.1,81,C
EXP-00670,2025-03-02,0.77,0.23,173,37,50.0,13.6,85,A
EXP-00671,2026-03-11,0.59,0.41,246,37,38.3,13.3,77,B
EXP-00672,2025-10-08,0.8,0.2,151,74,52.0,10.9,76,B
EXP-00673,2025-10-18,0.39,0.61,174,96,42.0,20.5,77,B
EXP-00674,2025-02-13,0.54,0.46,212,66,47.6,13.3,76,B
EXP-00675,2025-10-11,0.51,0.49,206,95,47.3,12.3,71,B
EXP-00676,2025-11-27,0.82,0.18,170,41,47.4,12.3,76,B
EXP-00677,2025-09-22,0.23,0.77,156,99,37.8,22.4,75,C
EXP-00678,2025-02-08,0.56,0.44,240,71,46.5,14.5,78,B
EXP-00679,2025-08-27,0.7,0.3,205,82,51.4,15.2,84,A
EXP-00680,2026-03-03,0.4,0.6,207,34,44.4,21.4,64,C
EXP-00681,2025-11-26,0.79,0.21,155,72,51.6,7.8,89,A
EXP-00682,2025-03-04,0.4,0.6,171,57,41.2,17.9,66,B
EXP-00683,2026-03-14,0.24,0.76,157,93,35.6,17.4,68,C
EXP-00684,2026-03-14,0.57,0.43,248,86,38.0,19.2,79,B
EXP-00685,2025-03-19,0.44,0.56,227,91,47.2,15.1,71,B
EXP-00686,2026-01-01,0.11,0.89,205,93,37.9,21.6,64,C
EXP-00687,2025-07-05,0.16,0.84,218,81,32.3,26.0,71,C
EXP-00688,2025-09-28,0.26,0.74,166,47,40.8,17.5,61,C
EXP-00689,2025-07-23,0.72,0.28,249,50,36.0,13.8,82,C
EXP-00690,2025-12-23,0.81,0.19,202,91,53.5,6.3,90,A
EXP-00691,2026-03-31,0.54,0.46,202,72,48.1,17.7,76,B
EXP-00692,2025-12-29,0.18,0.82,246,93,44.6,21.9,64,C
EXP-00693,2026-03-01,0.53,0.47,159,86,47.7,14.8,79,B
EXP-00694,2026-03-08,0.78,0.22,192,73,55.1,8.1,76,B
EXP-00695,2025-02-11,0.7,0.3,158,40,46.4,15.7,75,B
EXP-00696,2025-04-26,0.33,0.67,192,99,47.4,23.0,76,B
EXP-00697,2025-11-26,0.2,0.8,176,47,41.8,20.0,67,B
EXP-00698,2025-09-27,0.82,0.18,196,47,54.7,8.0,81,A
EXP-00699,2025-01-23,0.78,0.22,220,40,47.7,15.4,77,B
EXP-00700,2025-02-13,0.14,0.86,178,34,32.9,21.5,57,C
EXP-00701,2025-08-26,0.76,0.24,155,56,49.6,11.8,79,A
EXP-00702,2025-10-08,0.18,0.82,166,89,41.6,15.4,71,B
EXP-00703,2025-03-18,0.15,0.85,222,91,31.8,23.4,70,C
EXP-00704,2025-03-20,0.71,0.29,208,64,49.5,10.5,81,A
EXP-00705,2025-02-28,0.53,0.47,248,52,35.6,21.5,76,C
EXP-00706,2025-09-15,0.43,0.57,240,54,39.6,16.9,71,B
EXP-00707,2025-01-04,0.82,0.18,166,95,49.7,13.4,84,A
EXP-00708,2025-09-19,0.77,0.23,224,33,42.9,14.2,74,B
EXP-00709,2025-08-06,0.15,0.85,159,34,38.2,22.3,62,C
EXP-00710,2025-08-01,0.59,0.41,159,34,43.4,17.1,67,B
EXP-00711,2025-11-06,0.72,0.28,230,93,47.4,13.5,84,B
EXP-00712,2025-08-27,0.54,0.46,190,36,49.3,13.5,71,B
EXP-00713,2025-11-28,0.89,0.11,250,96,48.4,10.0,87,A
EXP-00714,2025-12-15,0.65,0.35,150,43,42.6,16.7,69,B
EXP-00715,2026-02-24,0.18,0.82,200,68,37.1,18.3,61,C
EXP-00716,2025-12-31,0.26,0.74,181,98,40.8,23.5,65,B
EXP-00717,2025-08-25,0.76,0.24,249,38,44.5,14.3,81,B
EXP-00718,2025-08-13,0.9,0.1,217,49,52.0,9.7,86,A
EXP-00719,2025-04-18,0.18,0.82,227,81,36.6,22.8,65,C
EXP-00720,2025-10-01,0.18,0.82,179,88,40.4,19.9,63,C
EXP-00721,2025-03-05,0.71,0.29,240,94,50.8,12.3,90,A
EXP-00722,2026-03-01,0.15,0.85,234,31,34.3,20.9,61,C
EXP-00723,2026-01-21,0.15,0.85,229,85,36.2,23.4,65,C
EXP-00724,2025-02-24,0.81,0.19,198,52,60.8,8.5,87,A
EXP-00725,2025-12-25,0.74,0.26,243,69,47.9,13.6,83,B
EXP-00726,2025-02-23,0.81,0.19,217,94,56.0,13.1,90,A
EXP-00727,2025-11-25,0.62,0.38,156,94,45.5,13.5,79,B
EXP-00728,2025-02-09,0.36,0.64,239,43,35.9,20.4,61,C
EXP-00729,2025-08-11,0.83,0.17,152,63,43.1,10.5,78,B
EXP-00730,2025-10-27,0.34,0.66,218,50,42.7,19.9,76,B
EXP-00731,2025-11-29,0.32,0.68,175,73,42.0,19.2,67,B
